App,Review,Sentiment,Rating,Date,Language
MyBIAT,Y'en a toujours un problème et ne peut même pas s'ouvrir,Negative,1,2023-04-01 16:09:46,fr
MyBIAT,Très utile application,Positive,5,2023-03-30 09:32:02,fr
MyBIAT,Il manque le suivi de l'encours des crédit. Vraiment ça cause des problémes chaque mois.,Negative,3,2023-03-28 14:32:58,fr
MyBIAT,I can't access to my compte,Negative,1,2023-03-27 22:59:00,fr
MyBIAT,السلام عليكم التطبيق لا يعمل عند محاولة الدخول للتسجيل حساب جديد رغم تكرار العملية لعدة مرات ما هو الحل ؟؟؟؟,Negative,1,2023-03-24 21:40:51,ar
MyBIAT,Très bonne application.,Positive,5,2023-03-24 10:47:58,fr
MyBIAT,merci de mettre à jour droits d'utilisation le moment du virement des salaires! chaque mois j'attends le lendemain pour que je puisse tirer mon salaire!! Ce qui n'est pas professionnel du tout ! il y a des engagements et des cas urgents qu'ont ne peut pas attendre le lendemain pour سيادكم تسيبولنا شهارينا! sevices zéro !,Negative,1,2023-02-28 17:41:07,fr
MyBIAT,"Après la dernière màj installée à la date de ma publication, l application mouline au niveau du background beige et rien ne s'affiche. Please Help",Negative,1,2023-02-28 16:08:09,fr
MyBIAT,Top de Top et excelente application,Positive,5,2023-02-25 23:30:13,fr
MyBIAT,Good experience with biat,Positive,5,2023-02-24 13:09:07,en
MyBIAT,Les push notifications ne marchent pas sur Android 13. J'arrive pas à recevoir les notifications lors d'un virement.,Negative,1,2023-02-24 10:52:25,fr
MyBIAT,Bonne application,Positive,5,2023-02-18 23:17:26,fr
MyBIAT,Excellent and practical application,Positive,5,2023-02-15 07:56:48,fr
MyBIAT,Difficulté ďutilisation ľaplication,Negative,1,2023-02-13 14:54:31,fr
MyBIAT,Mauvaise application,Negative,1,2023-02-13 09:16:43,fr
MyBIAT,Application qui ne marche pas.. toujours service indisponible..,Negative,1,2023-02-10 08:53:29,fr
MyBIAT,Bcp de beug,Negative,1,2023-02-08 15:18:14,fr
MyBIAT,Bien,Positive,4,2023-02-07 21:09:07,fr
MyBIAT,Application ne marche plus apres le dernier mise ajour,Negative,1,2023-02-01 13:31:07,fr
MyBIAT,Je n arrive pas à accéder à mon compte,Negative,1,2023-01-31 12:26:35,fr
MyBIAT,Bon application bravo,Positive,5,2023-01-31 12:04:10,fr
MyBIAT,bonne application qui ma permet de de suivre mes mouvements et situation de mes comptes,Positive,4,2023-01-31 10:20:57,fr
MyBIAT,l'application my biat est unitile biat net plus facile cette application j'ai beaucoup de probléme avec elle j'ai changer mon email et j'ai de probléme pour reccupérer mon compte,Positive,4,2023-01-31 09:55:50,fr
MyBIAT,Good,Positive,5,2023-01-31 09:50:04,fr
MyBIAT,Très bien,Positive,5,2023-01-31 09:18:15,fr
MyBIAT,Merci pour vos efforts. Est-il possible de permettre la gestion (supprimer ou modifier le nom) de la liste des bénéficiaires de virements ?,Positive,4,2023-01-31 08:57:22,fr
MyBIAT,Bien,Positive,5,2023-01-29 18:48:25,fr
MyBIAT,Bien جيد,Positive,5,2023-01-27 21:23:48,fr
MyBIAT,depuis la dernière mise à jour l application ne fonctionne plus meme si elle est réinstallée,Negative,1,2023-01-24 18:45:40,fr
MyBIAT,"Il faut travailler plus sur les réseaux , ça se plante souvent",Negative,3,2023-01-21 18:59:11,fr
MyBIAT,Très lente,Negative,1,2023-01-21 09:19:58,fr
MyBIAT,Ça laisse vraiment à désirer. Inscription hyper compliquée.,Negative,1,2023-01-20 13:30:41,fr
MyBIAT,رزينة برشا,Negative,1,2023-01-20 13:00:03,tnar
MyBIAT,"Application fechla we kol chay retard , ki tchuf mta3 BNA tgol fi na7na technologia 5altena mwa5er",Negative,1,2023-01-19 16:18:26,tnfr
MyBIAT,L'application s'arrête systématiquement lors de l'accès et j'ai essayé de réinitialiser sans resultat,Positive,5,2023-01-19 11:41:31,fr
MyBIAT,Ne fonctionne plus depuis la dernière mise à jour,Negative,1,2023-01-19 08:24:41,fr
MyBIAT,It's a nice app,Positive,5,2023-01-14 09:09:23,fr
MyBIAT,Bien,Positive,5,2023-01-12 11:24:24,fr
MyBIAT,J'essaie de m'incrire et je ne reçoit aucun courriel pour le code !,Negative,3,2023-01-03 17:01:00,fr
MyBIAT,Prière résoudre le problème des notifications survenu depuis la dernière mise à jour !!!!!,Negative,3,2022-12-30 15:15:04,fr
MyBIAT,Synchronisation nulle,Negative,1,2022-12-30 11:53:37,fr
MyBIAT,Une erreur est survenue lors du téléchargement d'extrait,Positive,4,2022-12-29 20:24:02,fr
MyBIAT,Application nul trop compliqué avec les maj qui me bloque à chaque fois et le conceiller au tel prend les gens pr des bêtes quand on demande l assistance,Negative,1,2022-12-29 09:04:25,fr
MyBIAT,Ne fonctionne plus depuis la dernière mise à jour,Negative,1,2022-12-27 11:23:28,fr
MyBIAT,Bonne application mais Les notifications sont annulées lors du dernier mise à jour,Positive,4,2022-12-22 15:09:36,fr
MyBIAT,Bonne application. Mais problème de faire virement .,Positive,4,2022-12-22 14:43:16,fr
MyBIAT,je ne reçois plus les notifications après la dernière mise a jour,Negative,2,2022-12-20 18:56:04,fr
MyBIAT,merci,Positive,5,2022-12-20 12:32:40,fr
MyBIAT,Très bien,Positive,4,2022-12-18 04:49:45,fr
MyBIAT,Depuis le dernier mise à jour l'application ne fonctionne plus. Elle commence a ouvrir puis disparaît ! NB : la version précédente fonctionne bien.,Negative,4,2022-12-16 19:26:02,fr
MyBIAT,Une bonne application. Efficace,Positive,4,2022-12-15 07:54:30,fr
MyBIAT,Depuis le dernier mise à jours je ne peux pas utiliser l'application Mybiat..,Negative,1,2022-12-15 05:46:25,fr
MyBIAT,Excellente,Positive,5,2022-12-14 09:14:34,fr
MyBIAT,L'application ne marche plus sur mon téléphone depuis la dernière maj.. Je l'ouvre elle se referme toute seule.. J'ai besoin d'aide svp,Negative,4,2022-12-13 16:51:21,fr
MyBIAT,Après la mise à jour l'empreinte ne fonctionne pas et l'application crach dans quelques secondes,Negative,1,2022-12-12 19:35:02,fr
MyBIAT,Bien bien bien fort,Positive,5,2022-12-11 19:29:24,fr
MyBIAT,Good,Positive,5,2022-12-11 13:01:35,fr
MyBIAT,Good Job,Positive,5,2022-12-11 08:40:47,fr
MyBIAT,احلى بنك,Positive,5,2022-12-10 22:00:15,ar
MyBIAT,Parfaite,Positive,5,2022-12-10 21:12:32,fr
MyBIAT,Depuis la mise à jour l'empreinte digitale ne fonctionne plus et l'application crash après quelques secondes inutilisable !!!!,Negative,2,2022-12-10 14:15:54,fr
MyBIAT,Bien,Positive,5,2022-12-10 09:57:13,fr
MyBIAT,Trop de bugs avec la monétique. Votre prestataire Medianet doit faire des efforts pour ses développements.,Negative,3,2022-12-10 09:35:43,fr
MyBIAT,Bonne application merci pour votre effort,Positive,5,2022-12-10 08:45:36,fr
MyBIAT,Nulle car les mouvements du compte 'e sont pas a jour,Negative,1,2022-12-10 07:57:29,fr
MyBIAT,C'est très très pratique et d'utilisation très facile Merci,Positive,5,2022-12-09 22:56:50,fr
MyBIAT,Application 0 service 0,Negative,1,2022-12-09 19:41:58,fr
MyBIAT,Très bon application sur tt elle gratuite,Positive,5,2022-12-09 19:30:08,fr
MyBIAT,Très utile comme application. Faut peut être revoir vos frais.,Positive,5,2022-12-09 15:07:59,fr
MyBIAT,Magnifique,Positive,5,2022-12-09 13:35:10,fr
MyBIAT,Top,Positive,5,2022-12-09 13:33:52,fr
MyBIAT,Très bonne application il ne manque que le théme sombre pour le confort des yeux,Positive,4,2022-12-09 10:55:31,fr
MyBIAT,"Application utile avec beaucoup de fonctionnalités, je vous la conseille",Positive,4,2022-12-09 10:54:17,fr
MyBIAT,T bien,Positive,5,2022-12-09 10:23:11,fr
MyBIAT,Très efficace,Positive,5,2022-12-09 09:54:03,fr
MyBIAT,A la hauteur,Positive,4,2022-12-09 07:28:05,fr
MyBIAT,"Très bon service, rien à signaler.",Positive,5,2022-12-09 07:23:44,fr
MyBIAT,"Il y a un problème depuis le 7 Avril, l'application est bloquée depuis la demande de MAJ, j'ai désinstallé et installer mais ça ne marche toujours pas !",Positive,4,2022-12-09 06:57:26,fr
MyBIAT,Très bonne application merci pour l'équipe concerné,Positive,5,2022-12-09 06:31:18,fr
MyBIAT,"Excellente application, merci BIAT",Positive,5,2022-12-08 20:47:54,fr
MyBIAT,- Pas de suivi en temps réel - Le nom des lieux où j'ai dépenser mon argent n'apparaît pas. - Banque inconnue sur Google Pay et Samsung Pay (Pas possible d'ajouter ma carte sur les 2 plateformes pour payer en NFC.),Negative,1,2022-12-08 15:50:03,fr
MyBIAT,Très utile,Positive,4,2022-12-08 15:19:26,fr
MyBIAT,جيد جدا مع الشكر,Positive,5,2022-12-08 14:39:54,ar
MyBIAT,C bon continuer,Positive,5,2022-12-08 14:39:42,fr
MyBIAT,Merci bien,Positive,5,2022-12-08 14:02:45,fr
MyBIAT,Bien,Positive,5,2022-12-08 13:50:37,fr
MyBIAT,"Parfois. My BIAT n'est pas à jour,",Positive,4,2022-12-08 13:00:27,fr
MyBIAT,Ça facilite l'avis 👍,Positive,5,2022-12-08 12:38:10,fr
MyBIAT,Elle me satisfait pleinement pour le moment.,Positive,5,2022-12-08 12:25:52,fr
MyBIAT,Ne s'ouvre plus depuis la dernière mise à jour. Crash systématiquement à l'ouverture!,Negative,1,2022-12-08 12:25:50,fr
MyBIAT,Bien à 100%,Positive,5,2022-12-08 11:26:51,fr
MyBIAT,Good,Positive,5,2022-12-08 11:07:36,fr
MyBIAT,Merci pour le mise à jours,Positive,5,2022-12-08 11:06:32,fr
MyBIAT,ممتاز,Positive,5,2022-12-08 10:32:54,fr
MyBIAT,On peut pas télécharger les avis de débit ou crédit,Positive,4,2022-12-08 09:55:25,fr
MyBIAT,Très très très utile pour mes besoins,Positive,5,2022-12-08 09:49:45,fr
MyBIAT,Bien,Positive,4,2022-12-08 09:45:46,fr
MyBIAT,Application intéressante et très pratique,Positive,4,2022-12-08 09:09:14,fr
MyBIAT,Bonne application. Facile à utiliser Regroupe toutes les informations nécessaires en temps réel,Neutral,3,2022-12-08 08:26:04,fr
MyBIAT,Très heureux qu'il y ait une application en Tunisie meilleure que plusieurs existants dans le monde,Positive,5,2022-12-08 08:11:32,fr
MyBIAT,Excellente,Positive,5,2022-12-08 07:50:30,fr
MyBIAT,Good,Positive,5,2022-12-08 07:00:18,en
MyBIAT,Tope elle s.implifie la vie,Positive,5,2022-12-08 06:09:43,fr
MyBIAT,"Bravo, mes félicitations",Positive,5,2022-12-08 05:27:50,fr
MyBIAT,Bonne application,Positive,5,2022-12-08 05:24:20,fr
MyBIAT,Excellent,Positive,5,2022-12-08 05:14:08,fr
MyBIAT,Une application très pratique qui m'a faite économiser beaucoup des frais. Bonne continuation dans la digitalisation d'autres services,Positive,4,2022-12-08 04:29:21,fr
MyBIAT,Parfait,Positive,5,2022-12-08 02:00:13,fr
MyBIAT,Excellent.. Satisfait,Positive,5,2022-12-08 00:04:51,fr
MyBIAT,"Bravo pour le résolution des bugs!! Enfin tout marche cette fois, pourvu que ça dure. Des mises à jour plus fréquentes seraient le bienvenu.",Positive,5,2022-12-07 23:53:22,fr
MyBIAT,Très bonnes,Positive,5,2022-12-07 22:21:20,fr
MyBIAT,Yesser rzina w mahiyech efficase jemla t9oul version 2000,Negative,1,2022-12-07 22:14:18,tnfr
MyBIAT,Très bonne application,Positive,5,2022-12-07 22:11:20,fr
MyBIAT,Good,Positive,4,2022-12-07 21:59:22,fr
MyBIAT,Its great,Positive,5,2022-12-07 21:26:08,en
MyBIAT,Bien,Positive,5,2022-12-07 21:19:03,fr
MyBIAT,L'application mérite toutes les étoiles,Positive,5,2022-12-07 20:59:44,fr
MyBIAT,Très bien,Positive,5,2022-12-07 20:01:42,fr
MyBIAT,Good,Positive,5,2022-12-04 18:59:58,en
MyBIAT,الحمد لله إنتظرت مثل هذه الخدمه.....وأخيرا بكل توفيق. تطبيق روعه. (شويه صبر في البدايه)وأخيرا لا أستطيع إلا أن أقول. هنيأ لمستعمليه شكراً ل. BIAT. مع التوفيق إن شاء الله,Positive,5,2022-11-24 11:27:00,tnar
MyBIAT,Très Très bon,Positive,4,2022-11-20 05:04:09,fr
MyBIAT,L'application ne marche pas quand elle demarre elle se ferme,Negative,1,2022-11-17 10:53:25,fr
MyBIAT,Très bien,Positive,5,2022-11-16 14:36:21,fr
MyBIAT,"Recommandé par ma conseillère Biat. Plus d'un mois d'essais pour faire l'inscription sur l'application sans résultat. Toujours coincée au moment du code message d'erreur "" Mail non envoyé, veuillez réessayer ultérieurement"". Mauvaise application mal géré par les techniciens ou développeurs. Je déconseille",Negative,1,2022-11-16 12:21:30,fr
MyBIAT,Bien,Positive,5,2022-11-16 08:02:19,fr
MyBIAT,Très utile,Positive,5,2022-11-10 20:29:47,fr
MyBIAT,Je peux pas ouvrir l application Comment faire ?,Positive,5,2022-11-08 07:37:03,fr
MyBIAT,لم تفتح,Negative,1,2022-11-01 09:06:34,ar
MyBIAT,Sa marche.pas Elle demande chaque opération Paramètres d'acce,Negative,1,2022-10-28 15:01:33,fr
MyBIAT,Bien,Positive,3,2022-10-24 10:57:45,fr
MyBIAT,Bonne application,Positive,5,2022-10-21 20:41:14,fr
MyBIAT,Bravo,Positive,5,2022-10-21 19:49:42,fr
MyBIAT,Mauvaise app,Negative,1,2022-10-21 10:58:23,fr
MyBIAT,Bravo BIAT.. BONNE CONTINUATION,Positive,5,2022-10-19 15:00:50,fr
MyBIAT,Bonne appli,Positive,5,2022-10-17 10:29:07,fr
MyBIAT,"J'attends des améliorations, Je ne peux pas obtenir un extrait de mon compte CCB ,l'application affiche"" erreur"",par contre je peux Peux le faire sur mon compte d'épargne",Negative,2,2022-10-16 19:11:42,fr
MyBIAT,Bravo,Positive,5,2022-10-12 18:32:11,fr
MyBIAT,Application extra ordinaire. Merci,Positive,5,2022-10-09 09:22:56,fr
MyBIAT,Mauvaise application Ne s'ouvre pas facilement Suivi non conforme en plus j'arrive pas à la télécharger sur mon téléphone,Negative,1,2022-10-05 16:48:03,fr
MyBIAT,Compliqué,Negative,1,2022-10-05 13:22:06,fr
MyBIAT,Je ne peut pas acceder a lappli pk ???,Negative,1,2022-10-04 12:12:03,fr
MyBIAT,All new features doesn't work for my Samsung device,Negative,1,2022-10-03 17:50:31,en
MyBIAT,Perfect,Positive,5,2022-09-29 11:34:35,en
MyBIAT,application très lente et n'ont pas une bonne mise à jour.,Negative,1,2022-09-28 08:17:22,fr
MyBIAT,Service pratique et rapide accessible à tous égards merci beaucoup,Positive,5,2022-09-26 13:58:01,fr
MyBIAT,Cette application fonctionne avec mon mot de passe pendant une dizaine de jours puis change de configuration et mon mot de passe ne l'accepte pas c'est bizarre et anormal,Negative,1,2022-09-26 13:02:32,fr
MyBIAT,Une erreur fatale au niveau d'accéder au compte avec les données biométrique . Je peux accéder avec n'importe quel touche. Vraiment c'est grave !,Negative,1,2022-09-25 17:06:08,fr
MyBIAT,"Tres bonne application , facile à utiliser et securisée",Positive,5,2022-09-22 12:14:51,fr
MyBIAT,Application zero comme les creationneurs de cet application.,Negative,1,2022-09-18 15:34:19,fr
MyBIAT,Ne fonctionne pas je visite 3fois mon agence bancaire il fonctionne et après 5jours ne fonctionne pas,Negative,1,2022-09-18 15:07:28,fr
MyBIAT,La mise a jour pour les crédits et l'épargne est troooop lente,Negative,1,2022-09-15 18:52:53,fr
MyBIAT,Excellente application,Positive,5,2022-09-14 08:16:34,fr
MyBIAT,Top,Positive,5,2022-09-13 09:16:45,fr
MyBIAT,Merci de régler le problème de mise à jour.. l'opération de retrait d'argent s'affiche après 4jours!!! Très en retard !!!!!,Negative,1,2022-09-12 20:05:52,fr
MyBIAT,tres bien,Positive,5,2022-09-11 06:55:10,fr
MyBIAT,A 80% l'application ko,Negative,1,2022-09-09 11:59:44,fr
MyBIAT,"C'est une application nulle, ne marche pas chez moi depuis juillet 2022, après une visite à l'agence, ils ont essayé de changer mes droits d'accès pour afficher ma carte bancaire rechargeable tounesna, et depuis j'ai perdu l'accès à mon compte je vois uniquement des notifications rien d'autre. Ma carte tounesna (chargé en agence pour la 1ère fois) ne marche pas pas de possibilité de chargement ni avec Mybiat ni avec biatnet. Et pas de réponse de l'agence, ils disent c'est un problème générale.",Negative,1,2022-09-08 18:44:41,fr
MyBIAT,"Très mauvais services, très lent, jamais actualisé !!!!!",Negative,1,2022-09-03 11:07:29,fr
MyBIAT,Le quota de la carte bancaire ne s'affiche pas,Negative,1,2022-09-01 16:45:57,fr
MyBIAT,Bien fait,Positive,5,2022-09-01 11:33:55,fr
MyBIAT,Formidable bon courage,Positive,5,2022-08-31 14:31:20,fr
MyBIAT,"S'il vous plaît essayez de résoudre le problème de mise à jour instantanée.. je fais le retrait par exemple lundi la mise a jour est effectuée après environ 1 semain ou plus, cela me dérange la vérité.",Negative,1,2022-08-29 14:00:17,fr
MyBIAT,Tjr bloque et en erreur de chargements,Negative,1,2022-08-29 10:45:56,fr
MyBIAT,Zebla,Negative,1,2022-08-29 10:33:10,fr
MyBIAT,Ty ki zebi wlh,Negative,1,2022-08-23 15:19:17,tnfr
MyBIAT,"Bonjour, l'application se ferme directement après l'écran d'accueil sur mon oppo A5S",Negative,2,2022-08-22 09:16:46,fr
MyBIAT,تطبيق تافة زبالة لا يرتقي الى درجة الجهل,Negative,1,2022-08-19 10:32:06,ar
MyBIAT,Vous allez perdre des clients à cause de cette appli qui bug tout le temps,Negative,1,2022-08-03 16:23:54,fr
MyBIAT,"Hello, Aandkom problème fil partie contactez nous thez el playstore",Positive,4,2022-08-03 12:37:15,tnfr
MyBIAT,Blocages a repetitions avec cette nouvelle version. SMS non reçus pour confirmation de virement. A revoir!,Negative,1,2022-08-03 11:16:27,fr
MyBIAT,Application nulle!! Depuis la dernière mise à jour obligatoire j'arrive pas à ouvrir l'application. Je l'ai désinstallé et le hic c'est que j'arrive toujours pas à la réinstaller de nouveau et ça date depuis presque un mois maintenant !! Ça devient vraiment énervant ce niveau de médiocrité !!,Negative,1,2022-07-28 14:58:44,fr
MyBIAT,"Bug de chargement. Pas d'accès aux features, chargement à l'infini",Negative,1,2022-07-27 05:18:02,fr
MyBIAT,Merci mais application téléchargée mais je n'arrive pas à m'inscrire de l'etranger,Negative,1,2022-07-22 15:18:30,fr
MyBIAT,"je reçois le code sms, je le valide , il est accepté et donc je choisisun pass code ( dans les normes, pas consécutifs etc) mais toujours le même message "" une erreur est survenue "" avant et après la désinstallation et la nouvelle version, j'abandonne car impossible de me connecter ! Ps: au lieu de commenter mon avis par un: merci de contacter digital biat etc , merci de répondre par une solution puisque le problème est sûrement fréquent est connu",Negative,2,2022-07-22 08:54:41,fr
MyBIAT,zéro,Negative,1,2022-07-20 18:26:54,fr
MyBIAT,Je préfère biatnet. À chaque fois que je veux être connectée il faut changer le mot de passe tjrs des problèmes,Negative,1,2022-07-19 06:58:16,fr
MyBIAT,"Une application facile à utiliser pour nos besoins actuels, A suivre pour plus d'options",Positive,5,2022-07-18 17:19:45,fr
MyBIAT,Bien,Positive,5,2022-07-15 13:33:28,fr
MyBIAT,Impossible de scroler dans le menu pour se connecter... Seule l'inscription est possible.a regler au plus vite. (S21) 2022 et on ne peut même pas créer une application fonctionnelle...,Negative,1,2022-07-13 12:37:42,fr
MyBIAT,Nule,Negative,1,2022-07-13 12:25:50,fr
MyBIAT,Sauf de lacunes en mise à jour l'application était parfaitement fonctionnée mais dès la demande de maj elle devient en panne,Positive,4,2022-07-11 19:36:49,fr
MyBIAT,Tres facile,Positive,4,2022-07-11 12:20:56,fr
MyBIAT,maj non foctionnelle,Neutral,3,2022-07-11 05:44:47,fr
MyBIAT,حاولت نفتح التطبيق بتلفوني الجديد ايقولي حسابك مقفل شنو الحل,Negative,3,2023-12-15 23:36:18,tnar
MyBIAT,لا يدعم العربية وفي كثير من الاحيان لا يريد الدخول الي الحساب,Negative,1,2023-11-24 08:32:57,ar
MyBIAT,برغم التحديثات التي تصل للتطبيق، لم يتم إضافة خيار تغيير لغة التطبيق إلى اللغة العربية أو الإنجليزية دون تغير لغة الهاتف للان !,Neutral,3,2023-11-05 11:30:03,ar
MyBIAT,Good 👍,Positive,5,2023-10-09 07:32:01,en
MyBIAT,تجربة جيدة ولكن غير كاملة مواصفات في بعض البطاقات,Positive,5,2023-09-05 10:29:10,ar
MyBIAT,ممتاز جدا,Positive,5,2023-07-07 09:56:32,ar
MyBIAT,bravoi,Positive,5,2023-06-16 10:14:51,en
MyBIAT,تطبيق رزين ياسر الاستعمال,Negative,2,2023-06-13 17:59:49,tnar
MyBIAT,برنامج سئ للغاية وأنصحك بعدم تنزيله لا يعمل مع الهواتف الجوالة ولا يمكن الإستفاده منه,Negative,1,2023-05-27 10:42:12,ar
MyBIAT,لايوجد التطبيق باللغه العربيه .او يرجى اخبارنا عن كيفيه تغيير اللغه من الفرنسى الى العربى,Neutral,3,2023-05-27 10:41:10,ar
MyBIAT,كيف اقوم بعملية التسجيل عندما اسجل بياناتي فالصفحه الاولى يقوم بالخروج من التطبيق م السبب ؟؟,Negative,1,2023-03-08 13:08:16,ar
MyBIAT,يرجى اضافة خيار تغيير اللغة,Positive,4,2023-01-31 20:57:03,ar
MyBIAT,ممتاز,Neutral,3,2023-01-22 08:34:24,ar
MyBIAT,ممتاز,Positive,5,2022-12-18 10:46:34,ar
MyBIAT,جيد,Positive,5,2022-12-11 12:44:50,ar
MyBIAT,تطبيق جيد جداً لكن اللغة العربيه غير متوفرة .. ارجو الرد كيف يمكن تغيير اللغة,Positive,4,2022-09-05 15:54:45,ar
MyBIAT,ممتاز جداً,Positive,5,2022-07-07 03:07:18,ar
MyBIAT,رائع جدا,Positive,5,2022-07-06 23:18:17,ar
MyBIAT,Service magnifique,Positive,5,2022-06-04 17:25:53,fr
MyBIAT,لم اتمكن من دخول صعب ومعقد علي هاتف وعلي الحاسوب وليس لديه نسخه عربية حتي للمساعده,Negative,1,2022-04-21 10:38:15,ar
MyBIAT,صفر أمان كل ما احتجته لتسجيل حساب جديد ثم الدخول إلى هذا الحساب هو رقم بطاقة التعريف الذي يمكن التحصل عليه من أي طرف آخر ورقم الهاتف الذي يمكن أن يكون أي رقم... يعني إن تحصلت على رقم ب.ت.و. أحدهم يمكنني فتح حساب له بدون علمه....,Negative,2,2022-04-16 03:23:23,ar
MyBIAT,ممتاز,Positive,5,2022-04-12 10:50:12,ar
MyBIAT,ممتاز,Positive,5,2022-04-08 11:14:41,ar
MyBIAT,تطبيق ممتاز,Positive,4,2022-04-04 19:15:51,ar
MyBIAT,تطبيق ممتاز وبسيط,Positive,4,2021-11-18 08:38:31,ar
MyBIAT,كيف يمكنني الاشتراك وانا خارج تونس، ورقم هاتفي مقفل مند فترة,Negative,2,2021-09-01 12:18:17,ar
MyBIAT,كيف يتم تغيير اللغة الى الانجليزية,Neutral,3,2021-08-01 11:52:11,ar
MyBIAT,التطبيق ممتاز وسهل الاستعمال يعتبر افضل من التطبيق الاول خاصة في تاكيد الحساب,Positive,4,2021-05-05 10:11:36,ar
MyBIAT,كيفية تغيير mail مع الشكر,Neutral,3,2021-02-01 06:52:43,ar
MyBIAT,زفت زفت زفت زفتتتتتتت,Negative,1,2021-01-28 22:09:15,tnar
MyBIAT,ممتاز,Positive,5,2021-01-06 11:58:01,ar
Tawassol,"I actually like the new design, every functionality I need is provided and easily found.",Positive,5,2023-12-28 12:34:26,en
Tawassol,"l'application ne fonctionne plus pour moi, je reçois deux types d'erreur: 1- Il n'existe pas de point de terminaison à l'ecoute ... 2- ce service est temporairement indisponible... par contre je connete sans roblème sur le navigateur web",Negative,2,2023-12-28 10:51:42,fr
Tawassol,Your app is crashing on Android 14 on launch !!!,Negative,1,2023-12-26 22:41:29,en
Tawassol,How to reset the password?,Positive,4,2023-12-16 08:08:22,en
Tawassol,It doesn't function properly,Negative,1,2023-12-13 14:24:13,en
Tawassol,Always out of service,Negative,1,2023-11-19 15:47:11,en
Tawassol,L'application 3andha chhar metet7alesh ! Badalt login wel m2p w be9i chy ! Kent tet7al bel finger print w ba3d na7itoha !!!,Negative,1,2023-11-05 10:06:31,tnfr
Tawassol,"application comme leur services, toujours en panne",Negative,1,2023-10-30 11:36:25,fr
Tawassol,أفشل بنك في التاريخ,Negative,1,2023-10-14 13:59:23,ar
Tawassol,I can't login it always told me to try again after 15 minutes. Please fix that !,Negative,1,2023-10-12 14:47:54,en
Tawassol,Ça s ouvre 1 fois tous les 10 tentatives! Vraiment Quelle torture!,Negative,1,2023-10-03 10:41:45,fr
Tawassol,Toujours des problèmes,Negative,1,2023-09-09 16:54:02,fr
Tawassol,White screen loop on launch,Negative,1,2023-08-19 21:42:13,en
Tawassol,Application 0,Negative,1,2023-08-16 08:36:00,en
Tawassol,"Plusieurs problème de connection , t7el el application y9olek ma3andekch un compte . La synchronisation des opérations toujours en retard, il faut attendre 48 heurs pour faire un check de solde . Les opérations durant les weekend , on les trouve daté lundi . Lors d'une erreur avec les tpe , les mise a jours toujours en retard , de tel sorte , on ne sais pas si il y avait un retrait d'argent ou pas .",Negative,1,2023-08-04 10:02:31,fr
Tawassol,"Application et services nuls : - Application toujours en pannes malgré payante (Abonnement Gold), - Agence ne répond pas au emails et au téléphones.",Negative,1,2023-06-16 08:10:31,fr
Tawassol,I forgot my password. there is no option to reset it!!! How is that possible?????,Negative,1,2023-05-29 18:30:39,en
Tawassol,"You can't sign up by your own, you have to go to an agence to give you an access .. What a retarted process.",Negative,1,2023-05-26 08:46:10,en
Tawassol,Toujours échec de connexion,Negative,1,2023-05-12 14:28:42,fr
Tawassol,لا يعمل,Negative,1,2023-05-03 13:02:02,ar
Tawassol,Currently it no longer works,Negative,1,2023-04-27 20:10:10,en
Tawassol,It can not be opened yet !,Negative,1,2023-03-31 21:15:03,en
Tawassol,"Pleins de bugs d'affichage, on est pas capable de lire le solde bancaire , ni de faire des recherches sur le relevé",Negative,1,2023-03-01 10:42:14,fr
Tawassol,Grave grave grave.... 0/10,Negative,1,2023-01-26 08:35:03,fr
Tawassol,Khayba,Negative,1,2022-10-07 07:57:19,tnfr
Tawassol,"Good UI but smooth only on powerful phones. But I like the skeleton loading, nice touch.",Positive,4,2022-09-28 17:21:45,en
Tawassol,"Very greedy regarding purchase plans. A lot of bugs and a very important functionality is missing : NOTIFICATIONS. Overall, so many updates are needed asap.",Negative,2,2022-09-28 17:21:43,en
Tawassol,I cant download the application ... pending ..more thn 3 hrs .. now i cant check my account !!!!!,Negative,1,2022-09-17 17:42:23,en
Tawassol,The design is good!! well done !!,Positive,1,2022-07-31 11:01:49,en
Tawassol,"The app is very buggy.Added to that, I payed extra money for twassol pro and the transfer feature never worked!! well done !!",Negative,1,2022-07-31 11:01:49,en
Tawassol,It is a disaster,Negative,1,2022-06-20 14:52:20,en
Tawassol,Very buggy app,Negative,1,2022-06-11 18:24:34,en
Tawassol,Very buggy application for instance when it comes to validate a transfer it pop-up an expiration session window in less than one second timeout. So that we should repeat the process many times to success it. Very boring,Negative,2,2022-06-04 17:34:17,en
Tawassol,0 customer service,Negative,1,2022-04-28 07:24:03,en
Tawassol,Very easy 👌,Positive,5,2022-04-23 14:49:55,en
Tawassol,ياسر رزينة الأبليكاسيون راهي تبطى تبطى كل شيء واقف,Negative,3,2022-04-23 13:15:12,tnar
Tawassol,"Update 22.04.22 La majorité des problème ont été fixés. 03.04.20 La.nouvelle mise à jour est bonne mais: - ça Bugue en cliquant sur ""simulateur"": loading until time out - Gestion des bénéficiaires: modifier ou supprimer un bénéficiaire ne sont pas fonctionnels - il manque un menu de réclamations exp: la réclamation en cas de perte de carte, mal fonctionnement de l app, problème de mise à jour... - liste des agences et leurs num de tel aussi",Positive,4,2022-04-22 14:08:52,fr
Tawassol,Useful,Positive,5,2022-04-21 14:02:37,en
